   6.6217884999999999e-01	   1.4876018000000000e+00	
  -5.2231740000000004e-01	  -1.3386731000000001e+00	
  -4.6832165000000002e-02	  -3.3160736000000002e-01	
  -8.1847325000000004e-01	   6.5366716000000002e-01	
   3.2572742999999998e-01	   1.4484589999999999e+00	
  -3.1765663000000000e-01	   3.1721543000000002e-01	
  -4.5187411000000000e-01	   5.2422194000000000e-01	
   6.2423108000000005e-01	  -1.3071611999999999e+00	
  -3.5333247000000001e-01	   1.9804942000000001e+00	
  -7.0219460000000000e-01	  -1.1999180000000000e+00	
   1.1834013999999999e+00	   5.9710662999999997e-01	
  -3.1401905000000002e-01	   1.9413512000000001e-02	
   1.6577464000000000e+00	   1.2978592000000000e+00	
  -8.0092191999999995e-01	  -2.3993254999999999e-01	
  -1.2835603000000000e+00	  -4.9410824000000004e-03	
  -4.1643989999999997e-01	  -9.4114228000000000e-01	
  -1.1534631000000000e+00	  -6.5858214000000004e-01	
   1.2278073000000000e+00	  -8.7441644999999998e-02	
   1.1404767000000000e-02	  -1.4561953000000001e+00	
   7.2216813000000005e-02	   1.8028067999999999e+00	
  -1.4112023000000000e+00	  -2.1411002000000001e-01	
  -1.1392148000000000e+00	  -4.9421583000000002e-01	
  -9.3121224000000002e-02	   1.5208467999999999e+00	
  -1.4936221999999999e+00	   4.1501318999999998e-01	
  -1.8329599000000001e+00	   6.0132247999999999e-01	
  -7.4135885999999995e-01	   9.7909544999999998e-01	
  -5.0061734999999996e-01	   7.8663416999999999e-02	
   2.5912126000000000e+00	   1.1599275000000000e+00	
  -1.4252957000000000e-02	   1.5451870999999999e+00	
  -9.2981851000000004e-01	  -8.9490418000000005e-01	
  -5.6594862999999995e-01	  -1.3299239000000000e+00	
   9.5466032999999995e-01	   1.4154296000000000e-01	
  -8.1875563999999998e-02	   1.6360916999999999e+00	
   1.9153860000000000e+00	   4.2861378999999998e-02	
   3.7870120000000002e-01	   1.3620040000000000e+00	
  -6.9750617000000001e-03	  -1.1511624000000000e+00	
  -9.5650820000000003e-01	   1.0018054000000001e+00	
   1.2595445000000001e+00	  -1.0260434000000000e+00	
   7.3476092000000004e-01	   1.6289127999999999e+00	
   1.1937932000000000e+00	   2.8910977999999998e-01	
   1.5090072999999999e+00	  -1.1549437000000000e+00	
  -1.5282836000000000e+00	   7.9533381999999997e-01	
   1.1488860999999999e+00	   6.3429093000000003e-01	
   1.3239986000000001e-01	  -1.4886891000000000e+00	
   9.5466998000000003e-01	  -1.5786718000000002e-02	
  -1.7823127000000001e+00	  -5.7151361000000001e-01	
   1.1000014000000000e+00	   1.3760342000000001e+00	
   3.7796773000000000e-01	  -5.5987940000000003e-01	
  -1.0237529999999999e+00	   6.7535502999999997e-01	
   6.8256057000000003e-01	  -3.4663401000000003e-02	
   3.2483536000000002e-01	  -1.5295309000000001e-01	
  -9.8358899000000000e-01	   1.0268157000000000e+00	
   3.9549399000000002e-01	   4.2339716999999999e-01	
   9.3907525000000003e-01	   1.6885135000000000e+00	
   3.4356925999999999e-01	   1.3833936000000000e+00	
  -6.7863775000000004e-01	   5.3589127000000003e-01	
   1.7977848999999999e+00	   6.0729021000000001e-02	
   5.0380294999999997e-01	   1.7776527000000000e+00	
   1.2250030999999999e+00	  -6.1487364000000000e-01	
   8.8017097000000000e-01	   2.7465563999999998e-01	
   1.1840375999999999e+00	  -9.1671183999999994e-01	
  -6.1653787000000004e-01	  -1.0220705999999999e+00	
   2.4738966000000001e-01	  -2.3284242999999999e-01	
   1.1552574000000000e+00	   5.9768860999999995e-01	
   1.0780502000000001e+00	   4.3652763000000000e-01	
  -2.9828644999999998e-01	  -1.2553683000000000e+00	
   5.5310556000000000e-01	   1.5408271000000000e+00	
   4.9673452000000001e-01	   2.2281499000000000e+00	
  -8.0619774000000000e-01	   9.4121359999999998e-01	
  -8.3761012999999995e-01	   6.4407996000000001e-01	
   7.8505986000000005e-01	   1.7304820000000001e-01	
  -6.0996603000000005e-01	   8.8788054000000002e-03	
   1.3414117999999999e+00	  -6.8898742000000002e-01	
  -6.0001359999999997e-03	  -3.1990456000000000e-01	
  -1.3853344000000001e-01	  -1.2657654000000000e+00	
   2.7502049999999999e-03	  -5.5511927000000003e-02	
   1.9837969000000000e-01	  -1.1882326999999999e+00	
   3.9558852999999999e-01	  -6.0610733999999999e-01	
   4.2813703000000002e-02	  -1.0429725000000001e+00	
  -1.2248372999999999e+00	   8.3078777000000004e-01	
   6.3546764000000000e-01	   5.5913387000000003e-01	
   1.4009383000000000e-01	   1.2460932000000000e+00	
   2.2243936000000000e-01	   2.1397415000000000e-01	
   2.0392595000000000e+00	   1.3631009999999999e+00	
   7.0275902999999995e-01	  -5.8288923999999998e-01	
  -7.9180810000000001e-01	  -1.3207172000000000e-01	
  -1.2627964000000000e+00	  -5.1462160999999995e-01	
  -6.3478153000000004e-01	   1.9378933000000000e+00	
   1.4742261000000001e+00	  -1.4437696000000000e+00	
   1.0629601000000000e+00	   2.6611320999999999e-01	
   9.7436933999999997e-01	  -1.3248945000000001e+00	
  -6.7354391000000002e-01	  -6.2047333000000005e-01	
  -1.4510074000000000e-02	  -1.1517630999999999e+00	
  -4.8992880000000000e-01	   1.2529558000000001e+00	
  -1.5519343000000001e+00	  -1.4686505000000001e+00	
  -1.5744073000000001e+00	   9.0544080999999998e-01	
   9.0919348000000000e-01	   1.1785919000000000e-01	
  -1.0063932000000000e+00	   1.2142682000000000e+00	
   9.7077451999999995e-02	   1.5842890999999999e+00	
   2.7463351000000003e-01	  -9.8719398999999997e-01	
  -1.5696086000000001e-01	   1.8430636000000000e+00	
   4.8023292000000001e-01	  -1.1519385000000000e+00	
   9.4249941000000004e-01	   1.8874103000000000e+00	
   7.7839150000000001e-01	  -6.9433933000000003e-01	
